縣市,名稱,電話,地址,立案時間
新竹市,漢聲兒童課後照顧服務中心,(03)533-3313,新竹市武陵路216-3號2、3、4樓,102/05/31
新竹市,上華兒童課後照顧服務中心,(03)525-8396,新竹市四維路89巷2-1號1樓,103/02/12
新竹市,幼康兒童課後照顧服務中心,(03)527-7299,新竹市北區民富街55號1、2樓,103/05/05
新竹市,勝成兒童課後照顧服務中心,(03)530-8234,新竹市延平路二段95-3號,103/05/30
新竹市,新竹市私立皇室兒童課後照顧服務中心,(03)522-3449,新竹市少年街39號2樓,107/06/13
新竹縣,新竹縣私立金名兒童課後照顧服務中心,(03)658-5122,新竹縣竹北市東平里24鄰嘉豐十一路二段69號,105/01/12
新竹縣,新竹縣私立竹科蔓兒童課後照顧服務中心,(03)551-2573,新竹縣竹北市惟馨街89號2、3樓,106/05/15
新竹縣,新竹縣私立冠弘兒童課後照顧服務中心,(03)587-3300,新竹縣關西鎮西安里6鄰老街2號1樓,102/02/27
新竹縣,新竹縣私立新創造兒童課後照顧服務中心,(03)5102093,新竹縣竹東鎮民德路148號2、3樓,109/07/28
桃園市,桃園市私立幼昇兒童課後照顧服務中心,(03)325-1093,桃園市桃園區中正五街9號1、2、3樓,102/12/02
桃園市,桃園市私立高階兒童課後照顧服務中心,(03)325-0077,桃園市桃園區寶慶里9鄰中埔一街167號2樓,103/03/31
桃園市,桃園市私立建展兒童課後照顧服務中心,(03)451-8866,桃園市中壢區中原里26鄰成章四街95號2、3樓,101/11/16
桃園市,桃園市私立壢中兒童課後照顧服務中心,(03)433-3716,桃園市中壢區忠福里3鄰福州二街31號1、2、3樓,101/11/19
桃園市,桃園市私立迪諾兒童課後照顧服務中心,(03)490-1008,桃園市中壢區過嶺里1鄰雙福路145號,101/11/20
桃園市,桃園市私立艾貝思兒童課後照顧服務中心,(03)457-6607,桃園市中壢區龍興里8鄰龍岡路二段321巷18號1、2、3樓,102/02/23
桃園市,桃園市私立人愛兒童課後照顧服務中心,(03)416-3189,桃園市中壢區龍興路703號1樓,102/04/12
桃園市,桃園市私立伍老師多元兒童課後照顧服務中心,(03)434-3817,桃園市中壢區福星六街60號2、3樓,102/05/24
桃園市,桃園市私立自強兒童課後照顧服務中心,(03)463-5312,桃園市中壢區自治里5鄰環中東路8號3、4樓,102/06/06
桃園市,桃園市私立長堤兒童課後照顧服務中心,(03)451-3554,桃園市中壢區普義里4鄰普義路139號、139-1號1樓,102/06/06
桃園市,桃園市私立育寶兒童課後照顧服務中心,(03)458-9218,桃園市中壢區新興里14鄰少康二街15號、17號1樓,102/07/15
桃園市,桃園市私立小學士兒童課後照顧服務中心,425-9319,中榮里5鄰博愛三路25號1-3樓,102/07/17
桃園市,桃園市私立皓晟兒童課後照顧服務中心,(03)468-3131,桃園市中壢區林森里7鄰百韜一街47號1、2、3樓,102/08/09
桃園市,桃園市私立芷育兒童課後照顧服務中心,(03)451-5101,桃園市中壢區新街里延平路195號1、2、3樓,102/09/11
桃園市,桃園市私立文特蘭兒童課後照顧服務中心,(03)451-4107,桃園市中壢區復興里16鄰復華街340號1樓,102/09/14
桃園市,桃園市私立嘉瑪兒童課後照顧服務中心,(03)462-5915,桃園市中壢區幸福里21鄰福星六街70號4樓,102/10/14
桃園市,桃園市私立千千兒童課後照顧服務中心,(03)458-9565,桃園市中壢區東興里16鄰龍岡路一段159巷11號4樓,102/10/15
桃園市,桃園市私立綠光長頸鹿兒童課後照顧服務中心,(03)438-8366,桃園市中壢區至善里22鄰龍昌路156號3樓,102/10/17
桃園市,桃園市私立一心兒童課後照顧服務中心,(03)455-1351,桃園市中壢區忠孝里8鄰忠孝路246巷29弄39號、41號1-2樓,102/10/17
桃園市,桃園市私立華盛頓兒童課後照顧服務中心,(03)468-2008,桃園市中壢區環中東路二段729-1號1樓,102/10/23
桃園市,桃園市私立耘捷兒童課後照顧服務中心,(03) 462-6992,桃園市中壢區永福路981巷11號1、2、3樓,102/10/30
桃園市,桃園市私立內壢兒童課後照顧服務中心,(03)451-8916,桃園市中壢區福德里9鄰成功路79巷40號1-3樓、42號3-4樓,102/11/04
桃園市,桃園市私立國鼎兒童課後照顧服務中心,(03)422-8024,桃園市中壢區興平里5鄰中豐路49巷18弄17號1、2、3樓,102/11/12
桃園市,桃園市私立汎悌爾兒童課後照顧服務中心,(03)435-6565,桃園市中壢區普忠里18鄰新中北路565號3樓,102/11/12
桃園市,桃園市私立哈佛兒童課後照顧服務中心,(03)461-7272,桃園市中壢區福州一街96號1、2樓,102/10/15
桃園市,桃園市私立儒林兒童課後照顧服務中心,(03)456-6505,桃園市中壢區仁愛里15鄰華勛街103號1、2樓,102/11/21
桃園市,桃園市私立掄元兒童課後照顧服務中心,(03)420-2862,桃園市中壢區過嶺里松智二街128號2、3、4樓,102/11/25
桃園市,桃園市私立陽光兒童課後照顧服務中心,(03)468-1661,桃園市中壢區林森里16鄰林森路162號1、2、3樓,102/11/28
桃園市,桃園市私立美森堡兒童課後照顧服務中心,(03)459-1060,桃園市中壢區環中東路2段829之3號1樓,102/12/04
桃園市,桃園市私立林森兒童課後照顧服務中心,(03)428-5355,桃園市中壢區逢甲二街26號1、2樓,102/12/11
桃園市,桃園市私立高昇兒童課後照顧服務中心,(03)468-5178,桃園市中壢區長沙路127號1、2樓,103/02/13
桃園市,桃園市私立心夢想兒童課後照顧服務中心,(03)280-6868,桃園市中壢區興國里24鄰元化路二段43巷10號、12號1-2樓(含夾層),103/04/16
桃園市,桃園市私立廷和兒童課後照顧服務中心,(03)427-0388,桃園市平鎮區新勢里13鄰延平路一段146號2樓,101/12/05
桃園市,桃園市私立長青博儒兒童課後照顧服務中心,(03)469-6465,桃園市平鎮區湧光里13鄰湧光路2巷13弄50號3、4樓,102/02/20
桃園市,桃園市私立華育兒童課後照顧服務中心,(03)450-6365,桃園市平鎮區龍南路353巷22號1、2、3、4樓,102/03/20
桃園市,桃園市私立常春藤兒童課後照顧服務中心,(03)439-6989,桃園市平鎮區中豐路南勢二段293號、295號2樓,102/04/02
桃園市,桃園市私立強棒兒童課後照顧服務中心,(03)458-1100,桃園市平鎮區北興里5鄰金陵路二段332號1、2、3樓,103/05/13
桃園市,桃園市私立智網兒童課後照顧服務中心,(03)436-9275,桃園市中壢區仁福里1鄰中山東路３段281號、283號,103/10/14
桃園市,桃園市私立大崙兒童課後照顧服務中心,(03)498-6090,桃園市中壢區內厝里15鄰中正路四段70號,104/12/11
桃園市,桃園市私立育禾兒童課後照顧服務中心,(03)281-2588,桃園市中壢區新明里9鄰新明路41號、43號2樓,106/03/23
桃園市,桃園市私立福星寶貝兒童課後照顧服務中心,(03)452-1045,桃園市中壢區幸福里27鄰福星五街60號、62號2樓,106/05/01
桃園市,桃園市私立新驛兒童課後照顧服務中心,(03)435-2323,桃園市中壢區自治里5鄰強國路19號2、3樓,107/05/14
桃園市,桃園市私立海華兒童課後照顧服務中心,(03)452-1563,桃園市中壢區忠福里8鄰福州二街64號1、2、3樓,107/10/25
桃園市,桃園市私立幸福日光兒童課後照顧服務中心,(03)434-1161,桃園市中壢區忠孝里21鄰元生三街99號2樓之1,107/11/13
桃園市,桃園市私立榮恩兒童課後照顧服務中心,(03)468-2815,桃園市中壢區龍興里8鄰龍岡路二段325號1、2、3樓,108/03/22
桃園市,桃園市私立蒙特利兒童課後照顧服務中心,(03)451-9777,桃園市中壢區復興里1鄰文化二路99號2樓,108/05/22
桃園市,桃園市私立小哈佛兒童課後照顧服務中心,(03)438-0202,桃園市中壢區仁愛里12鄰榮民南路215-1號2、3樓,108/06/03
桃園市,桃園市私立育成兒童課後照顧服務中心,(03)451-6023,桃園市中壢區復興里9鄰長樂街58號1、2樓及60號1、2樓,109/09/30
桃園市,桃園市私立一信兒童課後照顧服務中心,(03)463-9268,桃園市中壢區榮民路159號1、2、3、4樓,109/10/23
桃園市,桃園市私立佳欣兒童課後照顧服務中心,(03)403-1267,桃園市平鎮區平南里6鄰中豐路南勢二段208號1樓,110/10/29
桃園市,桃園市私立乖乖兒童課後照顧服務中心,(03)-4557237,桃園市中壢區內定二街139巷121弄5號2樓,111/07/04
桃園市,桃園市私立綠豆兒童課後照顧服務中心,(03)-4666767,桃園市中壢區仁美四街8號1樓,111/09/07
桃園市,桃園市私立樂福兒童課後照顧服務中心,(03)-4223123,桃園市中壢區中豐北路63號3樓之1,111/12/14
桃園市,桃園市私立美爾頓兒童課後照顧服務中心,(03)439-6622,桃園市平鎮區金星里22鄰南京路330號1、2、3、4樓,102/10/18
桃園市,桃園市私立璐藝兒童課後照顧服務中心,(03)402-8685,桃園市平鎮區文化街198巷1號1、2、3、4樓,102/10/30
桃園市,桃園市私立愛因斯坦兒童課後照顧服務中心,(03)401-0003,桃園市平鎮區宋屋里32鄰廣泰路201巷22號、24號1-2樓及26號1樓,102/11/20
桃園市,桃園市私立果伶兒童課後照顧服務中心,(03)450-6417,桃園市平鎮區龍興里龍德路36巷7號1、2樓,102/11/21
桃園市,桃園市私立偉林兒童課後照顧服務中心,(03)492-2380,桃園市平鎮區廣成街61號1樓,102/12/02
桃園市,桃園市私立柏學兒童課後照顧服務中心,(03)439-7320,桃園市平鎮區中庸路201巷10號3樓,103/01/02
桃園市,桃園市私立大千兒童課後照顧服務中心,(03)439-8208,桃園市平鎮區中豐路南勢二段212號1、2樓,102/05/31
桃園市,桃園市私立快樂斑比兒童課後照顧服務中心,(03)492-1647,桃園市平鎮區廣達里4鄰廣平街18巷25號2樓,103/05/13
桃園市,桃園市私立尼恩兒童課後照顧服務中心,(03)419-2435,桃園市平鎮區湧安里26鄰湧安路44號1、2、3、4樓,103/05/13
桃園市,桃園市私立佳宸兒童課後照顧服務中心,(03)402-0736,桃園市平鎮區高雙里24鄰高雙路121號、123號1-3樓,102/10/09
桃園市,桃園市私立小學堂兒童課後照顧服務中心,(03)281-0128,桃園市平鎮區復旦里8鄰文化街88號1、2、3、4樓,103/05/08
桃園市,桃園市私立東東兒童課後照顧服務中心,(03)460-5477,桃園市平鎮區東安里35鄰平東路134-10號1、2樓,103/05/20
桃園市,桃園市私立亞里士兒童課後照顧服務中心,(03)493-1858,桃園市平鎮區新勢里26鄰新榮路31巷12號1、2樓,103/06/19
桃園市,桃園市私立佑嘉兒童課後照顧服務中心,(03)493-9000,桃園市平鎮區復興里1鄰廣德街238巷37弄8號1、2、3樓,103/08/25
桃園市,桃園市私立建成兒童課後照顧服務中心,(03)439-8921,桃園市平鎮區平南里開封街159號1、2、3、4樓,104/12/02
桃園市,桃園市私立奇果兒童課後照顧服務中心,(03)495-3076,桃園市平鎮區平興里25鄰興華街101巷28弄20號、22號1樓,106/07/05
桃園市,桃園市私立聖芬騰兒童課後照顧服務中心,(03)281-1580,桃園市平鎮區復興里3鄰廣德街248號1、2、3、4樓,107/05/17
桃園市,桃園市私立薇閣兒童課後照顧服務中心,(03)495-0080,桃園市平鎮區義興里38鄰義興街29號1、2樓,108/12/10
桃園市,桃園市私立得益兒童課後照顧服務中心,(03)469-6458,桃園市平鎮區湧安里1鄰湧安路2號1-4樓、6號1-4樓,109/03/26
桃園市,桃園市私立文漾兒童課後照顧服務中心,(03)-4345182,桃園市平鎮區新榮路31巷19號1-2樓,111/03/10
桃園市,桃園市私立超越兒童課後照顧服務中心,(03)480-1332,桃園市龍潭區大同路309號,101/10/08
桃園市,桃園市私立彩虹園地兒童課後照顧服務中心,(03)471-3932,桃園市龍潭區佳安里9鄰十一分路235號,102/03/20
桃園市,桃園市私立華聲兒童課後照顧服務中心,(03)489-8183,桃園市龍潭區富林里11鄰龍吟街59號1、2樓,102/04/08
桃園市,桃園市私立來來兒童課後照顧服務中心,(03)409-5050,桃園市龍潭區烏林里16鄰工一路16號,102/04/11
桃園市,桃園市私立上揚兒童課後照顧服務中心,(03)409-2086,桃園市龍潭區龍星里21鄰龍華路111號2、3、4樓,102/10/15
桃園市,桃園市私立向陽兒童課後照顧服務中心,(03)409-5127,桃園市龍潭區百年里22鄰中豐路337號1、2、3、4樓,102/10/15
桃園市,桃園市私立高峰兒童課後照顧服務中心,(03)409-5550,桃園市龍潭區中正里40鄰龍華路321號1、2、3、4樓,102/11/14
桃園市,桃園市私立新超強兒童課後照顧服務中心,(03)499-1091,桃園市龍潭區中興路336巷20號1、2樓,102/11/21
桃園市,桃園市私立佺威兒童課後照顧服務中心,(03)489-2863,桃園市龍潭區中正路242巷7號1、2樓,102/12/31
桃園市,桃園市私立學習高手兒童課後照顧服務中心,4717-899,高原里6鄰福源路79號1-2樓、81號1-2樓,103/09/30
桃園市,桃園市私立頂尖兒童課後照顧服務中心,(03)480-3895,桃園市龍潭區龍祥里16鄰干城路188號1樓,105/01/19
桃園市,桃園市私立祈聖兒童課後照顧服務中心,(03)499-3558,桃園市龍潭區龍星里13鄰東龍路112號3樓,109/07/01
桃園市,桃園市私立菁禧兒童課後照顧服務中心,(03)-4807662,桃園市龍潭區中興路461巷2弄56號1-3樓,110/12/10
桃園市,桃園市私立少芃兒童課後照顧服務中心,(03)482-9182,桃園市楊梅區瑞溪路2段99號1、2、3、4樓,102/03/05
桃園市,桃園市私立高材兒童課後照顧服務中心,(03)478-1561,桃園市楊梅區高上里12鄰高上路1段81巷32-1號1、2、3樓,102/04/01
桃園市,桃園市私立波波兒童課後照顧服務中心,(03)472-2895,桃園市楊梅區富岡里4鄰中正路2號2、3樓,102/05/30
桃園市,桃園市私立名翔兒童課後照顧服務中心,(03)481-5130,桃園市楊梅區瑞溪路二段103號1、2、3樓,102/07/04
桃園市,桃園市私立博文兒童課後照顧服務中心,(03)431-2150,桃園市楊梅區瑞坪里8鄰福羚路196號1、2、3、4樓,102/08/20
桃園市,桃園市私立愛子兒童課後照顧服務中心,(03)472-5621,桃園市楊梅區豐野里28鄰豐興街38巷10號1、2、3樓,102/09/12
桃園市,桃園市私立吉祥兒童課後照顧服務中心,(03)288-8870,桃園市楊梅區環南路286號1樓,102/11/25
桃園市,桃園市私立康鑫兒童課後照顧服務中心,(03)481-2211,桃園市楊梅區萬大路138巷33號1、2樓,102/12/31
桃園市,桃園市私立翰學園兒童課後照顧服務中心,(03)475-3864,桃園市楊梅區永寧里27鄰永寧路52號1、2、3樓,103/04/29
桃園市,桃園市私立崇文之兒童課後照顧服務中心,(03)420-0608,桃園市楊梅區新榮里7鄰裕榮路110號1、2、3、4樓,103/11/19
桃園市,財團法人台灣省天主教會新竹教區附設桃園市私立富岡聖心兒童課後照顧服務中心,(03)472-2508,桃園市楊梅區富岡里12鄰新明街149之1號,104/12/25
桃園市,桃園市私立艾奇德兒童課後照顧服務中心,(03)481-8811,桃園市楊梅區四維里22鄰文化街96號,105/01/19
桃園市,桃園市私立博士兒童課後照顧服務中心,(03)481-0950,桃園市楊梅區瑞溪里13鄰瑞溪路一段279號1、2、3、4樓,108/03/20
桃園市,桃園市私立埔心兒童課後照顧服務中心,(03)-4826678,桃園市楊梅區中興路80巷16弄2號3樓,111/12/23
桃園市,桃園市私立紘偉兒童課後照顧服務中心,(03)497-1302,桃園市新屋區新生里14鄰中正路200號1、2樓,102/01/02
桃園市,桃園市私立群堡兒童課後照顧服務中心,(03)487-1571,桃園市新屋區新屋里12鄰福德街113號1、2、3樓,102/11/07
桃園市,桃園市私立迪凡特課後照顧服務中心,(03)477-4498,桃園市新屋區新生里8鄰新生三街88號1、2、3樓,104/08/17
桃園市,桃園市私立宏林兒童課後照顧服務中心,(03)483-0555,桃園市觀音區草漯里新生路1643號1、2樓,102/04/02
桃園市,桃園市私立米吉兒童課後照顧服務中心,(03)473-8012,桃園市觀音區觀音里4鄰文化路14號1樓,102/09/13
桃園市,桃園市私立明道兒童課後照顧服務中心,(03)498-9688,桃園市觀音區崙坪里18鄰忠愛路二段2號、6號1樓,102/11/18
桃園市,桃園市私立建華兒童課後照顧服務中心,(03)483-6226,桃園市觀音區草漯里22鄰四維路22號1、2、3樓,102/11/22
桃園市,桃園市私立草漯兒童課後照顧服務中心,(03)438-9579,桃園市觀音區草漯里21鄰新生路1709號1、2樓,103/02/24
桃園市,桃園市私立啟昇兒童課後照顧服務中心,(03)473-3538,桃園市觀音區觀音里18鄰中山路30-2號1樓,103/03/28
桃園市,桃園市私立芝加哥兒童課後照顧服務中心,(03)498-5825,桃園市觀音區大同里5鄰中山路二段811號1、2、3樓及813號3樓,108/11/01
桃園市,桃園市私立新甜甜兒童課後照顧服務中心,(03)498-6590,桃園市觀音區崙坪里2鄰忠富路崙坪段255巷55弄2號2樓,110/04/08
桃園市,桃園市私立東陞兒童課後照顧服務中心,(03)357-8880,桃園市桃園區信光里24鄰正康三街140號1、2樓,101/10/29
桃園市,桃園市私立建德兒童課後照顧服務中心,(03)375-3366,桃園市桃園區大豐里15鄰延平路240號,101/11/01
桃園市,桃園市私立普利斯堡兒童課後照顧服務中心,(03)392-0850,桃園市桃園區文中路106號3樓,101/11/05
桃園市,桃園市私立佳恩兒童課後照顧服務中心,(03)344-1958,桃園市桃園區文中里9鄰文中路95巷1號1、2、3、4樓,102/01/07
桃園市,桃園市私立百分百兒童課後照顧服務中心,(03)341-3068,桃園市桃園區中埔里永安路1038號1、2、3樓,102/02/05
桃園市,桃園市私立崙晟龍山兒童課後照顧服務中心,(03)370-1234,桃園市桃園區龍祥里12鄰龍祥街56號1、2、3樓,102/02/22
桃園市,桃園市私立得人兒童課後照顧服務中心,(03)357-8727,桃園市桃園區大興里17鄰大業路1段389號1、2、3樓,102/02/22
桃園市,桃園市私立又福兒童課後照顧服務中心,(03)220-1292,桃園市桃園區國際路一段1148巷10號、12號、14號、16號1樓,102/03/22
桃園市,桃園市私立向日葵兒童課後照顧服務中心,(03)336-3443,桃園市桃園區青溪里31鄰國光街62號、64號1-2樓,102/04/22
桃園市,桃園市私立全園兒童課後照顧服務中心,(03)367-4599,桃園市桃園區昆明路138巷3號1、2樓,102/05/03
桃園市,桃園市私立數1數2兒童課後照顧服務中心,(03)334-5768,桃園市桃園區民權路99巷25號1、2、3樓,102/05/14
桃園市,桃園市私立超群兒童課後照顧服務中心,(03)336-6651,桃園市桃園區莒光街24號1、2樓,102/07/16
桃園市,桃園市私立華人兒童課後照顧服務中心,(03)301-4595,桃園市桃園區南埔里8鄰永安路760-1號3樓,102/07/19
桃園市,桃園市私立大業兒童課後照顧服務中心,(03)333-6283,桃園市桃園區忠義里大業路一段118號1、2、3樓,102/08/08
桃園市,桃園市私立喬其兒童課後照顧服務中心,(03)338-7566,桃園市桃園區南門里20鄰復興路334號、336號1-2樓,102/08/30
桃園市,桃園市私立潘達兒童課後照顧服務中心,(03)301-5255,桃園市桃園區南埔里12鄰永順街113號1、2樓,102/09/13
桃園市,桃園市私立永祥兒童課後照顧服務中心,(03)332-6809,桃園市桃園區永安里24鄰中正三街270號4樓,102/10/15
桃園市,桃園市私立政聖兒童課後照顧服務中心,(03)378-2159,桃園市桃園區龍鳳里24鄰國豐三街9號1樓、15號1樓、11號2樓,102/10/23
桃園市,桃園市私立泓林兒童課後照顧服務中心,(03)355-1662,桃園市桃園區同德里中埔六街8號1樓,102/10/25
桃園市,桃園市私立孔夫子兒童課後照顧服務中心,(03)392-2516,桃園市桃園區中泰里7鄰國際路一段1069號1樓,102/11/04
桃園市,桃園市私立明聖兒童課後照顧服務中心,(03)392-2011,桃園市桃園區龍安里5鄰國豐十街252號1、2、3、4樓,102/11/04
桃園市,桃園市私立西詩爾兒童課後照顧服務中心,(03)301-6515,桃園市桃園區南埔里12鄰永順街115號1、2樓,102/11/08
桃園市,桃園市私立崇文兒童課後照顧服務中心,(03)337-3567,桃園市桃園區光興里20鄰莒光街45號1、2樓,102/11/13
桃園市,桃園市私立桃園兒童課後照顧服務中心,(03)331-8598,桃園市桃園區南華街67號1、2、3樓,102/11/28
桃園市,桃園市私立育巢兒童課後照顧服務中心,(03)357-8796,桃園市桃園區信光里正康三街112號及114號1、2樓,102/12/30
桃園市,桃園市私立黃豪兒童課後照顧服務中心,(03)338-2350,桃園市桃園區成功里5鄰鎮撫街120-3號1、2樓,103/03/06
桃園市,桃園市私立津橋兒童課後照顧服務中心,(03)331-6999,桃園市桃園區大有里7鄰民有東路1巷1號2樓,103/04/14
桃園市,桃園市私立永學兒童課後照顧服務中心,(03)301-3238,桃園市桃園區瑞慶里3鄰明德街15號2樓,103/04/28
桃園市,桃園市私立青溪兒童課後照顧服務中心,(03)336-9330,桃園市桃園區青溪里12鄰鎮一街105號3、4樓,102/12/11
桃園市,桃園市私立小太陽兒童課後照顧服務中心,(03)332-8771,桃園市桃園區東門里11鄰桃一街37號1、2樓,102/11/20
桃園市,桃園市私立安徒生兒童課後照顧服務中心,(03)220-1212,桃園市桃園區中山里4鄰泰昌十二街97號1、2樓,103/05/29
桃園市,裔點股份有限公司附設桃園市私立裔點兒童課後照顧服務中心,(03)216-1500,桃園市桃園區中寧里17鄰大興西路二段139巷173號1、2樓,103/08/15
桃園市,桃園市私立立維兒童課後照顧服務中心,(03)218-8711,桃園市桃園區大豐里22鄰大豐路95號1樓、95-1號2樓、95-2號3樓,103/09/05
桃園市,桃園市私立育人兒童課後照顧服務中心,(03)370-0110,桃園市桃園區龍鳳里10鄰龍鳳三街42號2、3樓,104/05/14
桃園市,桃園市私立國家兒童課後照顧服務中心,(03)334-7171,桃園市桃園區東門里9鄰成功路二段69號2樓、71號1-2樓,104/06/02
桃園市,興園股份有限公司附設桃園市私立薇爾兒童課後照顧服務中心,(03)361-9997,桃園市桃園區大林里12鄰桃鶯路196號2樓之1、3樓之2,104/11/02
桃園市,桃園市私立勁草兒童課後照顧服務中心,(03)220-5260,桃園市桃園區中山里14鄰泰昌十二街131號1樓及133號1、2樓,105/01/14
桃園市,桃園市私立文鼎兒童課後照顧服務中心,(03)218-0570,桃園市桃園區大豐里4鄰延平路164號1、2樓,105/12/27
桃園市,桃園市私立喬其明兒童課後照顧服務中心,(03)271-1777,桃園市桃園區西湖里7鄰四維街136號、138號1-3樓,106/01/11
桃園市,桃園市私立傑尼兒童課後照顧服務中心,(03)338-0207,桃園市桃園區忠義里19鄰大業路一段85號1、2、3、4樓,106/03/23
桃園市,桃園市私立柏宏兒童課後照顧服務中心,(03)218-8816,桃園市桃園區大豐里21鄰樹林八街19號1、2樓,106/08/22
桃園市,桃園市私立雅典娜兒童課後照顧服務中心,(03)272-7767,桃園市桃園區南埔里12鄰永順街101號2、3樓,106/12/13
桃園市,桃園市私立大立昇兒童課後照顧服務中心,(03)326-3550,桃園市桃園區莊敬里11鄰新埔八街61號2、3樓,107/02/12
桃園市,桃園市私立乘究兒童課後照顧服務中心,(03)325-1200,桃園市桃園區自強里1鄰經國路280號3樓,108/07/03
桃園市,桃園市私立托福兒童課後照顧服務中心,(03)333-1086,桃園市桃園區大同路269號1、2樓,108/10/18
桃園市,財團法人天主教德來會附設桃園市私立鳴遠兒童課後照顧服務中心,(03)332-3351,桃園市桃園區成功里19鄰成功路二段291號4樓,109/03/24
桃園市,桃園市私立普林斯頓兒童課後照顧服務中心,(03)370-5382,桃園市桃園區中泰里8鄰宏昌六街253號3樓,109/05/29
桃園市,桃園市私立安學立兒童課後照顧服務中心,(03)356-5325,桃園市桃園區新埔里25鄰天祥五街3號1、2樓,109/05/18
桃園市,桃園市私立麥思特彼斯兒童課後照顧服務中心,(03)356-7457,桃園市桃園區經國路244號3樓,109/10/19
桃園市,桃園市私立奧斯汀兒童課後照顧服務中心,(03)-3570230,桃園市桃園區春日里大業路二段163號1-4樓,111/09/14
桃園市,桃園市私立孩子堡兒童課後照顧服務中心,(03)319-7088,桃園市龜山區山福里15鄰中興路115巷9號1、2樓,101/10/09
桃園市,桃園市私立百虹兒童課後照顧服務中心,(03)319-1872,桃園市龜山區山德里1鄰頂興路34-5號1，2、3、4樓,102/01/02
桃園市,桃園市私立六合兒童課後照顧服務中心,(03)329-8686,桃園市龜山區大同里12鄰大同路409巷2弄2號、4號1-2樓,102/03/20
桃園市,桃園市私立佑林兒童課後照顧服務中心,(03)327-3488,桃園縣龜山區樂善里文德二路98號、102號,102/05/14
桃園市,桃園市私立佑林兒童課後照顧服務中心文德分班,(03)327-3488,桃園市龜山區樂善里文德二路33號、35號1樓,102/05/16
桃園市,桃園市私立愛文馨兒童課後照顧服務中心,(03)320-1084,桃園市龜山區新興里17鄰自強南路195號1、2、3、4樓,102/09/02
桃園市,桃園市私立博士兒兒童課後照顧服務中心,(03)397-3539,桃園市龜山區文化七路38號1樓、1樓夾層,102/09/12
桃園市,桃園市私立喬立兒童課後照顧服務中心,(03)327-1013,桃園市龜山區大華里15鄰興華五街61號1樓,102/11/14
桃園市,桃園市私立駿博兒童課後照顧服務中心,(03)328-1267,桃園市龜山區文化里9鄰文化一路86-1號1、2樓,102/11/15
桃園市,桃園市私立王老師兒童課後照顧服務中心,(03)327-2117,桃園市龜山區大華里9鄰文化七路86號1、2樓,102/11/20
桃園市,桃園市私立英倫兒童課後照顧服務中心,(03)212-7012,桃園市龜山區南上里5鄰南上路114號1、2、3樓,102/12/02
桃園市,桃園市私立親親兒童課後照顧服務中心,(03)350-3031,桃園市龜山區龜山里13鄰明仁路21號、龜山后街東華巷10號1、2樓,103/04/25
桃園市,桃園市私立六合兒童課後照顧服務中心大同分班,(03)329-8686,桃園市龜山區大同里11鄰大同路417號1、2樓,103/05/20
桃園市,桃園市私立史丹佛兒童課後照顧服務中心,(03)212-4380,桃園市龜山區南美里1鄰南上路78號1、2樓,103/08/27
桃園市,桃園市私立領航兒童課後照顧服務中心,(03)359-6600,桃園市龜山區山福里14鄰頂興路116號1-3樓、116-1號1-3樓、116-2號1-3樓,103/10/23
桃園市,桃園市私立金儒兒童課後照顧服務中心,(03)350-5858,桃園市龜山區新路里31鄰忠誠街20號1、2、3樓及22號3樓,105/04/14
桃園市,桃園市私立楓樹小牛津兒童課後照顧服務中心,(03)320-4543,桃園市龜山區楓樹里4鄰光峯路288號1、2、3樓,105/04/27
